id,user,date,timestamp,commentText,likes
Ugw9da7Fbsd8N1Rz7sV4AaABAg,Pooja Dhakal,1 year ago,1529105271763,Deepu maam 💓💓👌👌,3
UgwEjsOJ0-zvqLZwIkJ4AaABAg,pooja jal,1 year ago,1529105271765,Wow,0
Ugyoh0FyzSf3B8gB5Et4AaABAg,Deepika Pelmo,1 year ago,1529105271767,First Deepika support Anushka's film PK and Anushka and Ranveer onscreen together in DDDD after they breakup and Anushka and virat marriage so dp and ranvir which them sent flowers and this video virat with Deepika together so why he rejected South sport show offer because of Deepika? I don't know at all between fake news or real news of this from Deepika and Virat's relationship.,13
UgyILFBlwSdPCThVMQZ4AaABAg,Yash Agarwal,1 year ago,1529105271769,"Commented , Liked",1
UgxCUCdbYSA0ZmDIcXB4AaABAg,Piumi Chamika,1 year ago,1529105271771,superb 👌 💟,0
UgzxUbjTD7Yse4jRRpt4AaABAg,shivam Pandey,1 year ago,1529105271773,Rcb is the best team,35
Ugy4w4jq2K-XPSqSh6R4AaABAg,Lokchander S,1 year ago,1529105271775,Kkr 😘,2
Ugy_5NZ2BHGun7cUgVF4AaABAg,Kinjal Babariya,1 year ago,1529105271777,Virat😘😘😘💋💋💋💋💋💋,14
Ugx1cCk_rS5IDrkm2Qd4AaABAg,Eesan Kathy,1 year ago,1529105271779,Liked commented and subscribed,0
UgyJ6iYf75g7rR4QC5V4AaABAg,KING LEO,1 year ago,1529105271781,A Mumbai dhan dhana dhan,0
Ugzsa4obQ_DWm_c1sZR4AaABAg,Raghu Ram good moments,1 year ago,1529105274972,deepika padukone,10
Ugxf_q5VFjE1U6PLssZ4AaABAg,ಕರುನಾಡಿನ ಹುಲಿ,1 year ago,1529105274974,Virat king,17
UgxW4JJUmSSKVSPxAH54AaABAg,vaka pradeep,1 year ago,1529105274976,Seeing old Love Triangle in this advertisement 😁😁😁 ( yuvi ; mahi; deepika),20
Ugz396BS1EQtzJfe63d4AaABAg,Sesha Gopalan,1 year ago,1529105274977,DK WAS SO COOL,18
Ugww-2Ccnki-UK0M1gJ4AaABAg,Biswal Arya,1 year ago,1529105274980,superb,0
UgxXeFmoz0NwQwUUJMt4AaABAg,Sunil Sharma,1 year ago,1529105274981,virat kohli's expression were so cool I just love him,33
UgzrkBn1log2EgkPbL14AaABAg,Jagannath Moharana,1 year ago,1529105274983,Superb...,4
UgxJdjNxPfSdxp5pYJ14AaABAg,Pihu Roy,1 year ago,1529105274984,awsmmm,3
UgyTbs6moCdWArPbgiN4AaABAg,KING LEO,1 year ago,1529105274986,VIRAT KOHLI DON'T LIKE TO COPY BANGLADESH,3
